"id","pinpai","chexing","car_url","licheng","shangpai","pailiang","biansu","baojia","yuanjia"
1036,"ford","跑车","https://www.guazi.com/sh/903ca51dee579eadx.htm#fr_page=list&fr_pos=city&fr_no=1",3.4,"2012-08",3.7,"自动",36,75.8
1037,"ford","跑车","https://www.guazi.com/sh/3c82e328433c6f7ex.htm#fr_page=list&fr_pos=city&fr_no=2",0.85,"2018-11",2.3,"自动",29,43.1
1038,"ford","跑车","https://www.guazi.com/sh/e01c65a02fe01ee1x.htm#fr_page=list&fr_pos=city&fr_no=3",3.28,"2015-11",2.3,"自动",24.88,44
1039,"ford","跑车","https://www.guazi.com/sh/8d59d461924d8b22x.htm#fr_page=list&fr_pos=city&fr_no=4",4.76,"2016-10",2.3,"自动",27,43.1
1040,"ford","跑车","https://www.guazi.com/sh/e5d7d916d602b13ax.htm#fr_page=list&fr_pos=city&fr_no=5",1.23,"2017-05",2.3,"自动",30,43.1
1041,"ford","跑车","https://www.guazi.com/sh/c8e49cb84f3a2d87x.htm#fr_page=list&fr_pos=city&fr_no=6",0.58,"2018-04",2.3,"自动",31.7,44
1042,"ford","跑车","https://www.guazi.com/sh/4eae69e0586fe38ex.htm#fr_page=list&fr_pos=city&fr_no=7",1.08,"2018-06",2.3,"自动",30,43.1
1043,"ford","跑车","https://www.guazi.com/sh/70e8e7f0db3c5e27x.htm#fr_page=list&fr_pos=city&fr_no=8",4.32,"2015-11",2.3,"自动",25.46,44
1044,"ford","跑车","https://www.guazi.com/sh/19ba6d74190ac98ax.htm#fr_page=list&fr_pos=city&fr_no=9",2.48,"2016-08",2.3,"自动",25.5,44
1045,"ford","跑车","https://www.guazi.com/sh/e7b35d00525701c2x.htm#fr_page=list&fr_pos=city&fr_no=10",4.25,"2017-03",2.3,"自动",25.5,43.1
1046,"ford","跑车","https://www.guazi.com/sh/73cc713d8d828c94x.htm#fr_page=list&fr_pos=city&fr_no=11",1.37,"2017-12",2.3,"自动",29.8,43.1
1047,"ford","跑车","https://www.guazi.com/sh/3d7ab35c6b0500eex.htm#fr_page=list&fr_pos=city&fr_no=12",6.64,"2016-09",2.3,"自动",26,43.4
1048,"ford","跑车","https://www.guazi.com/sh/35bdd485a3702ad4x.htm#fr_page=list&fr_pos=city&fr_no=13",1.73,"2017-04",2.3,"自动",28.6,43.1
1049,"ford","跑车","https://www.guazi.com/sh/82399506ee1d3af3x.htm#fr_page=list&fr_pos=city&fr_no=14",6.95,"2016-01",2.3,"自动",27,43.4
1050,"ford","跑车","https://www.guazi.com/sh/2d3833e6a27e43f9x.htm#fr_page=list&fr_pos=city&fr_no=15",2.22,"2017-06",2.3,"自动",30,44
1051,"ford","跑车","https://www.guazi.com/sh/8f8fd210f5673494x.htm#fr_page=list&fr_pos=city&fr_no=16",5.7,"2016-07",2.3,"自动",32,43.4
1052,"ford","跑车","https://www.guazi.com/sh/9ddd192b38af530bx.htm#fr_page=list&fr_pos=city&fr_no=17",6.04,"2017-03",2.3,"自动",30,43.4
1053,"ford","跑车","https://www.guazi.com/sh/79d7727421f5c96ax.htm#fr_page=list&fr_pos=city&fr_no=18",3.17,"2016-05",2.3,"自动",29.91,43.4
1054,"ford","跑车","https://www.guazi.com/sh/3b500471799a53a3x.htm#fr_page=list&fr_pos=city&fr_no=19",2.43,"2016-07",2.3,"自动",28,44
1055,"ford","跑车","https://www.guazi.com/sh/7623eb4d75e18297x.htm#fr_page=list&fr_pos=city&fr_no=20",2.74,"2017-11",2.3,"自动",28.31,43.1
1056,"ford","跑车","https://www.guazi.com/sh/79701171c1cae662x.htm#fr_page=list&fr_pos=city&fr_no=21",1.55,"2017-06",2.3,"自动",28,43.4
1057,"ford","跑车","https://www.guazi.com/sh/8f99dd760f986468x.htm#fr_page=list&fr_pos=city&fr_no=22",2.4,"2017-07",2.3,"自动",30.4,43.1
1058,"chevrolet","跑车","https://www.guazi.com/sh/c478f02d283d62d4x.htm#fr_page=list&fr_pos=city&fr_no=0",2,"2017-04",2,"自动",30.8,43.4
1059,"chevrolet","跑车","https://www.guazi.com/sh/220df0d4c6321effx.htm#fr_page=list&fr_pos=city&fr_no=1",4.41,"2011-08",3.6,"自动",17,49.5
1060,"chevrolet","跑车","https://www.guazi.com/sh/fd1348616facd31bx.htm#fr_page=list&fr_pos=city&fr_no=2",4.7,"2016-08",3.6,"自动",26.6,54.3
1061,"chevrolet","跑车","https://www.guazi.com/sh/9b72f6ffa25412b9x.htm#fr_page=list&fr_pos=city&fr_no=3",9.52,"2013-12",3.6,"自动",20,49.5
1062,"chevrolet","跑车","https://www.guazi.com/sh/e1f9ca8a2d790f6dx.htm#fr_page=list&fr_pos=city&fr_no=4",5.49,"2013-07",3.6,"自动",21,49.5
1063,"toyota","跑车","https://www.guazi.com/sh/b6c208223dc4e08bx.htm#fr_page=list&fr_pos=city&fr_no=0",5.81,"2013-08",2,"自动",17.5,30.3
1064,"toyota","跑车","https://www.guazi.com/sh/e633c1c292577854x.htm#fr_page=list&fr_pos=city&fr_no=1",2.26,"2017-04",2,"手动",27.5,30.2
1065,"toyota","跑车","https://www.guazi.com/sh/512583d106106e9fx.htm#fr_page=list&fr_pos=city&fr_no=2",6.2,"2013-06",2,"自动",18.8,30.3
1066,"toyota","跑车","https://www.guazi.com/sh/68d559f7ca7481ecx.htm#fr_page=list&fr_pos=city&fr_no=3",3.59,"2014-12",2,"手动",21.3,29.3
1067,"toyota","跑车","https://www.guazi.com/sh/d6436aeeb1e34a1ex.htm#fr_page=list&fr_pos=city&fr_no=4",2.98,"2015-01",2,"手动",24.4,29.3
1068,"toyota","跑车","https://www.guazi.com/sh/281092e988dbc635x.htm#fr_page=list&fr_pos=city&fr_no=5",4.4,"2014-09",2,"自动",20.5,30.3
1069,"hyundai","跑车","https://www.guazi.com/sh/c53cc61ba0ab9f51x.htm#fr_page=list&fr_pos=city&fr_no=0",7.96,"2014-01",2,"自动",14.2,31.3
1070,"hyundai","跑车","https://www.guazi.com/sh/c8a83d45f2de15a6x.htm#fr_page=list&fr_pos=city&fr_no=1",9.67,"2011-05",2,"自动",9.5,27.1
1071,"hyundai","跑车","https://www.guazi.com/sh/d15f671d3f431d59x.htm#fr_page=list&fr_pos=city&fr_no=2",11,"2011-09",2,"自动",7.69,24.6
1072,"hyundai","跑车","https://www.guazi.com/sh/197b6be9eb949bf2x.htm#fr_page=list&fr_pos=city&fr_no=3",9.55,"2010-04",2,"自动",8,27.1
1073,"hyundai","跑车","https://www.guazi.com/sh/36700ea7427ca297x.htm#fr_page=list&fr_pos=city&fr_no=4",8.1,"2011-08",2,"自动",9.5,24.6
1074,"dazhong","两厢轿车","https://www.guazi.com/sh/9da4dc40a961d689x.htm#fr_page=list&fr_pos=city&fr_no=0",6.59,"2016-08",1.4,"自动",10.8,18.7
1075,"dazhong","两厢轿车","https://www.guazi.com/sh/5afc95c7140fd061x.htm#fr_page=list&fr_pos=city&fr_no=1",0.11,"2017-05",2,"自动",18.4,26
1076,"dazhong","两厢轿车","https://www.guazi.com/sh/d4dc804a8af981ecx.htm#fr_page=list&fr_pos=city&fr_no=2",10.08,"2011-09",1.6,"手动",4.4,12.9
1077,"dazhong","两厢轿车","https://www.guazi.com/sh/cd92ac55f5721aedx.htm#fr_page=list&fr_pos=city&fr_no=3",1.87,"2016-03",2,"自动",16.97,26
1078,"dazhong","两厢轿车","https://www.guazi.com/sh/4091d4dfa1fd983ax.htm#fr_page=list&fr_pos=city&fr_no=4",12.93,"2010-03",1.4,"手动",4,14.7
1079,"dazhong","两厢轿车","https://www.guazi.com/sh/e40fec05cc3bd346x.htm#fr_page=list&fr_pos=city&fr_no=5",12.14,"2009-12",1.4,"手动",1.88,9.9
1080,"dazhong","两厢轿车","https://www.guazi.com/sh/1ae93941707d7ddax.htm#fr_page=list&fr_pos=city&fr_no=6",2.25,"2017-05",1.4,"自动",13,18.7
1081,"dazhong","两厢轿车","https://www.guazi.com/sh/ce520176b16624dcx.htm#fr_page=list&fr_pos=city&fr_no=7",9.9,"2014-01",1.4,"自动",5.88,16.4
1082,"dazhong","两厢轿车","https://www.guazi.com/sh/5f681289f8cf639ex.htm#fr_page=list&fr_pos=city&fr_no=8",8.46,"2010-11",1.4,"自动",3,11.2
1083,"dazhong","两厢轿车","https://www.guazi.com/sh/7e8b8b34f4c8629fx.htm#fr_page=list&fr_pos=city&fr_no=9",0.82,"2018-03",1.6,"自动",11.6,15.7
1084,"dazhong","两厢轿车","https://www.guazi.com/sh/94779b00715c7540x.htm#fr_page=list&fr_pos=city&fr_no=10",1.28,"2015-05",1.4,"自动",9,17.2
1085,"dazhong","两厢轿车","https://www.guazi.com/sh/81e6041a6d52e5dex.htm#fr_page=list&fr_pos=city&fr_no=11",7.72,"2011-11",2,"自动",10.2,25.6
1086,"dazhong","两厢轿车","https://www.guazi.com/sh/a4ca3071d2041a72x.htm#fr_page=list&fr_pos=city&fr_no=12",5.28,"2015-06",1.6,"自动",6.8,13.9
1087,"dazhong","两厢轿车","https://www.guazi.com/sh/ba7d32c88f835e21x.htm#fr_page=list&fr_pos=city&fr_no=13",3.93,"2014-03",1.6,"自动",5.2,12.1
1088,"dazhong","两厢轿车","https://www.guazi.com/sh/483b82739087af30x.htm#fr_page=list&fr_pos=city&fr_no=14",4.4,"2011-09",1.6,"自动",3.84,13.4
1089,"dazhong","两厢轿车","https://www.guazi.com/sh/e1341c3132642ed8x.htm#fr_page=list&fr_pos=city&fr_no=15",14.21,"2011-12",1.4,"自动",5,16.3
1090,"dazhong","两厢轿车","https://www.guazi.com/sh/f9e4f4ba2801b83fx.htm#fr_page=list&fr_pos=city&fr_no=16",0.82,"2017-09",1.4,"自动",11,16.8
1091,"dazhong","两厢轿车","https://www.guazi.com/sh/e592c0b9a849f9d6x.htm#fr_page=list&fr_pos=city&fr_no=17",6.32,"2013-01",2,"自动",12.6,25.6
1092,"dazhong","两厢轿车","https://www.guazi.com/sh/49ffb1d198d2a6c2x.htm#fr_page=list&fr_pos=city&fr_no=18",0.52,"2018-08",1.6,"自动",7,11.7
1093,"dazhong","两厢轿车","https://www.guazi.com/sh/ee18086ee6f198bex.htm#fr_page=list&fr_pos=city&fr_no=19",0.47,"2018-09",1.6,"自动",8,12.9
1094,"dazhong","两厢轿车","https://www.guazi.com/sh/dc1549ce88e16eb5x.htm#fr_page=list&fr_pos=city&fr_no=20",8.08,"2008-08",1.4,"手动",1.6,10.5
1095,"dazhong","两厢轿车","https://www.guazi.com/sh/1b1458e0c6eb0901x.htm#fr_page=list&fr_pos=city&fr_no=21",9.23,"2013-05",1.6,"自动",4.8,12.1
1096,"dazhong","两厢轿车","https://www.guazi.com/sh/993bd5c8769ca6b5x.htm#fr_page=list&fr_pos=city&fr_no=22",3.79,"2015-05",1.6,"自动",8.38,15.7
1097,"dazhong","两厢轿车","https://www.guazi.com/sh/d92d93ec55f477d7x.htm#fr_page=list&fr_pos=city&fr_no=23",6.22,"2013-04",2,"自动",12.21,25.6
1098,"dazhong","两厢轿车","https://www.guazi.com/sh/90f1a243359105d8x.htm#fr_page=list&fr_pos=city&fr_no=24",8.89,"2014-01",1.6,"自动",7.5,16.6
1099,"dazhong","两厢轿车","https://www.guazi.com/sh/5ca4564b309e8dd9x.htm#fr_page=list&fr_pos=city&fr_no=25",9.29,"2014-01",1.4,"手动",6.8,16.3
1100,"dazhong","两厢轿车","https://www.guazi.com/sh/c2017449920ef879x.htm#fr_page=list&fr_pos=city&fr_no=26",2.52,"2015-04",1.6,"自动",5.85,11.3
1101,"dazhong","两厢轿车","https://www.guazi.com/sh/83998ddc3f891b2ex.htm#fr_page=list&fr_pos=city&fr_no=27",1.07,"2018-04",1.6,"自动",8.8,12.9
1102,"dazhong","两厢轿车","https://www.guazi.com/sh/50b44980865130f5x.htm#fr_page=list&fr_pos=city&fr_no=28",1.2,"2018-05",1.5,"自动",6.8,10
1103,"dazhong","两厢轿车","https://www.guazi.com/sh/359f6f0de74fa2e1x.htm#fr_page=list&fr_pos=city&fr_no=29",7.33,"2016-04",1.6,"自动",7.6,16.6
1104,"dazhong","两厢轿车","https://www.guazi.com/sh/89168e4b17822f10x.htm#fr_page=list&fr_pos=city&fr_no=30",4.63,"2016-09",1.4,"自动",9.67,16.8
1105,"dazhong","两厢轿车","https://www.guazi.com/sh/b094e88964b1274cx.htm#fr_page=list&fr_pos=city&fr_no=31",6.37,"2013-08",1.6,"手动",5.13,12.6
1106,"dazhong","两厢轿车","https://www.guazi.com/sh/b98a813c5210c260x.htm#fr_page=list&fr_pos=city&fr_no=32",2.21,"2017-03",1.6,"自动",9,13.6
1107,"dazhong","两厢轿车","https://www.guazi.com/sh/9be99c5de0f495ebx.htm#fr_page=list&fr_pos=city&fr_no=33",6.14,"2013-07",1.4,"自动",7.8,15.7
1108,"dazhong","两厢轿车","https://www.guazi.com/sh/8b0c2d7d23af2ca3x.htm#fr_page=list&fr_pos=city&fr_no=34",11.92,"2014-09",1.4,"自动",8.55,18
1109,"dazhong","两厢轿车","https://www.guazi.com/sh/62d43effe18d15d4x.htm#fr_page=list&fr_pos=city&fr_no=35",3.49,"2016-10",1,"自动",7,12.7
1110,"dazhong","两厢轿车","https://www.guazi.com/sh/21bc54729b2195bfx.htm#fr_page=list&fr_pos=city&fr_no=36",5.45,"2011-04",1.6,"自动",4.5,13.4
1111,"dazhong","两厢轿车","https://www.guazi.com/sh/3fb37e574f9ae567x.htm#fr_page=list&fr_pos=city&fr_no=37",7.91,"2014-01",1.4,"自动",7.5,15.7
1112,"dazhong","两厢轿车","https://www.guazi.com/sh/89e3746d0131de22x.htm#fr_page=list&fr_pos=city&fr_no=38",5.89,"2014-07",1.6,"自动",8.3,15.7
1113,"dazhong","两厢轿车","https://www.guazi.com/sh/9fbea0f6cf7df58ex.htm#fr_page=list&fr_pos=city&fr_no=39",1.18,"2016-12",1.4,"手动",5,8.2
1114,"dazhong","两厢轿车","https://www.guazi.com/sh/07fe68944a6fc664x.htm#fr_page=list&fr_pos=city&fr_no=0",3.12,"2014-09",1.6,"自动",8,15.7
1115,"dazhong","两厢轿车","https://www.guazi.com/sh/f574c14d7b1fa111x.htm#fr_page=list&fr_pos=city&fr_no=1",2.65,"2017-01",1.6,"自动",9,15.2
1116,"dazhong","两厢轿车","https://www.guazi.com/sh/7293b2710d4c2b00x.htm#fr_page=list&fr_pos=city&fr_no=2",0.86,"2018-05",1.4,"自动",12.8,16.8
1117,"dazhong","两厢轿车","https://www.guazi.com/sh/994a1316825c4921x.htm#fr_page=list&fr_pos=city&fr_no=3",8.52,"2016-05",1.4,"自动",8.3,16.3
1118,"dazhong","两厢轿车","https://www.guazi.com/sh/4e7ec0f1538f3f6bx.htm#fr_page=list&fr_pos=city&fr_no=4",2.3,"2016-01",1.6,"自动",7.5,12.6
1119,"dazhong","两厢轿车","https://www.guazi.com/sh/fbdf092dc346e028x.htm#fr_page=list&fr_pos=city&fr_no=5",2.76,"2016-12",1.4,"自动",11,18
1120,"dazhong","两厢轿车","https://www.guazi.com/sh/c4f27830dee1addcx.htm#fr_page=list&fr_pos=city&fr_no=6",4.55,"2013-02",1.4,"手动",3.8,9.3
1121,"dazhong","两厢轿车","https://www.guazi.com/sh/0722789bc270d612x.htm#fr_page=list&fr_pos=city&fr_no=7",3.79,"2017-09",1.4,"自动",12.3,18
1122,"dazhong","两厢轿车","https://www.guazi.com/sh/2a7b2cd2c636203bx.htm#fr_page=list&fr_pos=city&fr_no=8",2.33,"2016-08",1.6,"自动",6.79,11.3
1123,"dazhong","两厢轿车","https://www.guazi.com/sh/7e0815e73398f464x.htm#fr_page=list&fr_pos=city&fr_no=9",4.65,"2015-08",1.6,"自动",6.5,11.3
1124,"buick","两厢轿车","https://www.guazi.com/sh/e0d2b5b6c9f90c09x.htm#fr_page=list&fr_pos=city&fr_no=0",0.69,"2018-02",1.5,"自动",12.7,20.2
1125,"buick","两厢轿车","https://www.guazi.com/sh/ce25e922b5d2e720x.htm#fr_page=list&fr_pos=city&fr_no=1",18.99,"2006-11",1.6,"手动",0.85,11.2
1126,"buick","两厢轿车","https://www.guazi.com/sh/6d0f212c0f90c69ax.htm#fr_page=list&fr_pos=city&fr_no=2",3.57,"2017-12",1.5,"自动",18.9,32.1
1127,"buick","两厢轿车","https://www.guazi.com/sh/0f575b2ac3cd1a3ex.htm#fr_page=list&fr_pos=city&fr_no=3",2.84,"2013-03",1.6,"自动",4.9,16.3
1128,"buick","两厢轿车","https://www.guazi.com/sh/250c39170fd8d31fx.htm#fr_page=list&fr_pos=city&fr_no=4",3.7,"2011-11",1.6,"自动",4.81,16.3
1129,"buick","两厢轿车","https://www.guazi.com/sh/377c40f1ecceb9afx.htm#fr_page=list&fr_pos=city&fr_no=5",4.44,"2016-08",1.5,"自动",8.9,14.8
1130,"buick","两厢轿车","https://www.guazi.com/sh/76648873e3ecf000x.htm#fr_page=list&fr_pos=city&fr_no=6",10.23,"2012-06",1.6,"自动",4.85,16.3
1131,"buick","两厢轿车","https://www.guazi.com/sh/d54f532b96484459x.htm#fr_page=list&fr_pos=city&fr_no=7",8.95,"2012-07",1.6,"手动",4.2,14.6
1132,"buick","两厢轿车","https://www.guazi.com/sh/2ff5fd09c54a4be0x.htm#fr_page=list&fr_pos=city&fr_no=8",1.16,"2018-06",1.5,"自动",14.5,32.1
1133,"buick","两厢轿车","https://www.guazi.com/sh/6251faecb3496629x.htm#fr_page=list&fr_pos=city&fr_no=9",6.64,"2014-04",1.6,"自动",6.4,18.6
1134,"buick","两厢轿车","https://www.guazi.com/sh/9082c295111e8462x.htm#fr_page=list&fr_pos=city&fr_no=10",1.69,"2014-09",1.6,"自动",6.4,16.3
1135,"buick","两厢轿车","https://www.guazi.com/sh/72bc62a0d43b1151x.htm#fr_page=list&fr_pos=city&fr_no=11",9.62,"2012-09",1.6,"自动",4,16.3
1136,"buick","两厢轿车","https://www.guazi.com/sh/8bb6219651346345x.htm#fr_page=list&fr_pos=city&fr_no=12",9.2,"2013-04",1.6,"自动",5.2,16.3
1137,"buick","两厢轿车","https://www.guazi.com/sh/1ed4e346750eade3x.htm#fr_page=list&fr_pos=city&fr_no=13",5.35,"2011-11",1.6,"自动",5.2,18.6
1138,"buick","两厢轿车","https://www.guazi.com/sh/95d6177afd505671x.htm#fr_page=list&fr_pos=city&fr_no=14",2.75,"2013-02",1.6,"自动",5.8,18.6
1139,"buick","两厢轿车","https://www.guazi.com/sh/da9a54730accf193x.htm#fr_page=list&fr_pos=city&fr_no=15",2.73,"2013-07",1.6,"自动",6.25,18.6
1140,"buick","两厢轿车","https://www.guazi.com/sh/391dbd1a03bb40aex.htm#fr_page=list&fr_pos=city&fr_no=16",2.61,"2014-12",1.6,"手动",4.8,14.6
1141,"buick","两厢轿车","https://www.guazi.com/sh/404db159c9e3ada7x.htm#fr_page=list&fr_pos=city&fr_no=17",4.54,"2012-01",1.6,"自动",5.11,18.6
1142,"buick","两厢轿车","https://www.guazi.com/sh/ef01bcb4965ef689x.htm#fr_page=list&fr_pos=city&fr_no=18",3.81,"2014-03",1.6,"自动",5.7,16.3
1143,"buick","两厢轿车","https://www.guazi.com/sh/2a993cb6b7a5d9f7x.htm#fr_page=list&fr_pos=city&fr_no=19",2.75,"2016-10",1.5,"自动",9.5,19.1
1144,"buick","两厢轿车","https://www.guazi.com/sh/892711f049f1ee73x.htm#fr_page=list&fr_pos=city&fr_no=20",1.84,"2017-01",1.5,"自动",9.6,16.9
1145,"buick","两厢轿车","https://www.guazi.com/sh/612121572d81f1f8x.htm#fr_page=list&fr_pos=city&fr_no=21",6.81,"2011-06",1.6,"自动",5,19.7
1146,"buick","两厢轿车","https://www.guazi.com/sh/fae9aff039540a53x.htm#fr_page=list&fr_pos=city&fr_no=22",3.98,"2013-07",1.6,"自动",5.7,18.6
1147,"buick","两厢轿车","https://www.guazi.com/sh/4a926527306295a3x.htm#fr_page=list&fr_pos=city&fr_no=23",15.39,"2008-05",1.6,"自动",1.3,13.3
1148,"buick","两厢轿车","https://www.guazi.com/sh/3782ecdb8110b715x.htm#fr_page=list&fr_pos=city&fr_no=24",3.48,"2013-03",1.6,"自动",5.54,16.3
1149,"buick","两厢轿车","https://www.guazi.com/sh/03f9be20f46d773ex.htm#fr_page=list&fr_pos=city&fr_no=25",1.97,"2018-02",1.5,"自动",13,16.9
1150,"buick","两厢轿车","https://www.guazi.com/sh/bce119f49e153c99x.htm#fr_page=list&fr_pos=city&fr_no=26",4.49,"2011-06",1.6,"自动",4.25,16.3
1151,"buick","两厢轿车","https://www.guazi.com/sh/6e9de871881f7f1bx.htm#fr_page=list&fr_pos=city&fr_no=27",3.25,"2014-12",1.6,"自动",5.58,16.3
1152,"buick","两厢轿车","https://www.guazi.com/sh/13b45683e271c46cx.htm#fr_page=list&fr_pos=city&fr_no=28",7.16,"2013-01",1.6,"自动",6,16.3
1153,"buick","两厢轿车","https://www.guazi.com/sh/f12ec8353adbd2cdx.htm#fr_page=list&fr_pos=city&fr_no=29",7.86,"2014-06",1.6,"自动",5.37,16.3
1154,"buick","两厢轿车","https://www.guazi.com/sh/15911599826c4fd9x.htm#fr_page=list&fr_pos=city&fr_no=30",9.14,"2011-09",1.6,"自动",4.3,16.3
1155,"buick","两厢轿车","https://www.guazi.com/sh/5c74adf4612a8dc0x.htm#fr_page=list&fr_pos=city&fr_no=31",10.92,"2011-12",1.6,"手动",5,14.6
1156,"buick","两厢轿车","https://www.guazi.com/sh/41a1a971cda56a85x.htm#fr_page=list&fr_pos=city&fr_no=32",3.5,"2011-03",1.6,"自动",5,16.3
1157,"buick","两厢轿车","https://www.guazi.com/sh/99695b79e0a04520x.htm#fr_page=list&fr_pos=city&fr_no=33",11.88,"2011-12",1.6,"手动",3.44,14.6
1158,"buick","两厢轿车","https://www.guazi.com/sh/854350341bbee90ex.htm#fr_page=list&fr_pos=city&fr_no=34",8.24,"2013-03",1.6,"手动",4,14.6
1159,"buick","两厢轿车","https://www.guazi.com/sh/36b738c3866cfe15x.htm#fr_page=list&fr_pos=city&fr_no=35",5.55,"2011-01",1.8,"自动",5.23,20.3
1160,"buick","两厢轿车","https://www.guazi.com/sh/bcd71edf10394fd8x.htm#fr_page=list&fr_pos=city&fr_no=36",6.47,"2015-02",1.6,"自动",6.75,16.3
1161,"buick","两厢轿车","https://www.guazi.com/sh/88b72823c0ac37fax.htm#fr_page=list&fr_pos=city&fr_no=37",2.06,"2016-12",1.5,"自动",9,18
1162,"buick","两厢轿车","https://www.guazi.com/sh/4fc027a7c1343e09x.htm#fr_page=list&fr_pos=city&fr_no=38",2.74,"2016-02",1.6,"自动",6.79,16.3
1163,"buick","两厢轿车","https://www.guazi.com/sh/7448b2a0c9b289cex.htm#fr_page=list&fr_pos=city&fr_no=39",5.08,"2015-09",1.6,"自动",7.6,16.3
1164,"buick","两厢轿车","https://www.guazi.com/sh/3a08c62766ef35e5x.htm#fr_page=list&fr_pos=city&fr_no=0",3.98,"2014-09",1.6,"自动",7.15,16.3
1165,"buick","两厢轿车","https://www.guazi.com/sh/27e57b60e387246cx.htm#fr_page=list&fr_pos=city&fr_no=1",13.92,"2012-04",1.6,"自动",4.8,16.3
1166,"buick","两厢轿车","https://www.guazi.com/sh/3e1b57cebeb308f2x.htm#fr_page=list&fr_pos=city&fr_no=2",6.23,"2013-11",1.6,"自动",5.5,16.3
1167,"buick","两厢轿车","https://www.guazi.com/sh/b37b598bc6b3b260x.htm#fr_page=list&fr_pos=city&fr_no=3",6.71,"2014-08",1.6,"自动",5.9,16.3
1168,"buick","两厢轿车","https://www.guazi.com/sh/86dc7c9fe0d2bc7dx.htm#fr_page=list&fr_pos=city&fr_no=4",3.91,"2012-07",1.6,"自动",5.5,16.3
1169,"buick","两厢轿车","https://www.guazi.com/sh/97834e6dde760176x.htm#fr_page=list&fr_pos=city&fr_no=5",3.8,"2016-07",1.5,"自动",9,16.9
1170,"buick","两厢轿车","https://www.guazi.com/sh/b67b936027d7bc52x.htm#fr_page=list&fr_pos=city&fr_no=6",5.21,"2013-12",1.6,"自动",5.7,16.3
1171,"buick","两厢轿车","https://www.guazi.com/sh/9d185f7127338938x.htm#fr_page=list&fr_pos=city&fr_no=7",5.32,"2014-04",1.6,"自动",6.5,16.3
1172,"buick","两厢轿车","https://www.guazi.com/sh/9aa87f77076b429dx.htm#fr_page=list&fr_pos=city&fr_no=8",3.62,"2013-09",1.6,"手动",5,14.1
1173,"buick","两厢轿车","https://www.guazi.com/sh/9e5b6aa00657b830x.htm#fr_page=list&fr_pos=city&fr_no=9",6.88,"2013-04",1.6,"自动",5.5,16.3
1174,"byd","两厢轿车","https://www.guazi.com/sh/84688c62ff6a10a0x.htm#fr_page=list&fr_pos=city&fr_no=0",10.65,"2010-07",1,"手动",0.5,4
1175,"byd","两厢轿车","https://www.guazi.com/sh/cdc0e59baf31cd98x.htm#fr_page=list&fr_pos=city&fr_no=1",6.4,"2011-08",1,"手动",0.57,4
1176,"byd","两厢轿车","https://www.guazi.com/sh/c0f91a3583611898x.htm#fr_page=list&fr_pos=city&fr_no=2",0.97,"2017-12",1,"自动",3,4.8
1177,"byd","两厢轿车","https://www.guazi.com/sh/387d42d25866fd69x.htm#fr_page=list&fr_pos=city&fr_no=3",12.07,"2012-09",1.8,"自动",2.6,8
1178,"byd","两厢轿车","https://www.guazi.com/sh/79e131706765d330x.htm#fr_page=list&fr_pos=city&fr_no=4",5.94,"2012-01",1.5,"手动",1.5,6.5
1179,"byd","两厢轿车","https://www.guazi.com/sh/579f52676b9ffd9ex.htm#fr_page=list&fr_pos=city&fr_no=5",13.51,"2009-12",1.5,"手动",4,6.4
1180,"byd","两厢轿车","https://www.guazi.com/sh/ba29a8326cf72f76x.htm#fr_page=list&fr_pos=city&fr_no=6",2.96,"2015-10",1,"自动",2.3,4.8
1181,"bmw","两厢轿车","https://www.guazi.com/sh/0656a43f6ee0c6e4x.htm#fr_page=list&fr_pos=city&fr_no=0",3.69,"2016-06",NA,NA,20.8,48.8
1182,"bmw","两厢轿车","https://www.guazi.com/sh/e96aece6405207efx.htm#fr_page=list&fr_pos=city&fr_no=1",4.28,"2015-05",3,"自动",28,50.9
1183,"bmw","两厢轿车","https://www.guazi.com/sh/953f07bfc5ac59cax.htm#fr_page=list&fr_pos=city&fr_no=2",4.77,"2014-06",1.6,"手动",12,26.3
1184,"bmw","两厢轿车","https://www.guazi.com/sh/6fa32641f592acb9x.htm#fr_page=list&fr_pos=city&fr_no=3",4.08,"2015-12",2,"自动",17,38
1185,"bmw","两厢轿车","https://www.guazi.com/sh/7b6a131b328923ccx.htm#fr_page=list&fr_pos=city&fr_no=4",0.88,"2016-12",1.5,"自动",15.35,15.67
1186,"bmw","两厢轿车","https://www.guazi.com/sh/62ea558b561d9f1cx.htm#fr_page=list&fr_pos=city&fr_no=5",5.99,"2012-06",1.6,"自动",9.9,30.2
1187,"bmw","两厢轿车","https://www.guazi.com/sh/f57b9365bc457d13x.htm#fr_page=list&fr_pos=city&fr_no=6",0.2,"2018-04",2,"自动",29,37.8
1188,"bmw","两厢轿车","https://www.guazi.com/sh/dec092c2e0a24133x.htm#fr_page=list&fr_pos=city&fr_no=7",2.25,"2016-06",1.6,"自动",17,31.7
1189,"bmw","两厢轿车","https://www.guazi.com/sh/b18485626c5fc221x.htm#fr_page=list&fr_pos=city&fr_no=8",4.22,"2016-11",1.5,"自动",14.9,25.5
1190,"bmw","两厢轿车","https://www.guazi.com/sh/0ba47c70369e8874x.htm#fr_page=list&fr_pos=city&fr_no=9",6.4,"2016-02",1.5,"自动",16,30.4
1191,"bmw","两厢轿车","https://www.guazi.com/sh/24ba0f945866fe22x.htm#fr_page=list&fr_pos=city&fr_no=10",8.5,"2012-09",1.6,"自动",11,30.2
